,x,y
0,-0.556130623334757,0.5390396283853377
1,0.1248189921331219,-0.18509048082907875
2,0.17764590917587714,-0.4309114426042032
3,0.1999124759676434,-0.04106340792302221
4,-0.22134617338550863,-0.49227890449624767
5,0.3522554948486889,0.35762287742862015
6,-0.18462048620021226,-0.5070277885387394
7,-0.045813816836401886,-0.4756395384588072
8,0.2757407972850074,0.25307275040826605
9,-0.44109174227887493,-0.024798705668154016
10,-0.2246840199856277,-0.33235590020957634
11,0.2180162879124524,-0.23489543308539285
12,0.0888850262997772,0.003959576527833385
13,0.2478575884592552,-0.19011517334978
14,-0.039377356682714665,-0.3321625993633906
15,0.06062884765315137,-0.5877674003464233
16,0.20506576047019617,-0.32027432437097575
17,-0.3812297826246477,-0.15843757608335732
18,0.38297492336110317,0.2139804918461155
19,-0.20443464747067652,0.664010630613754
20,-0.002188013543599248,-0.5518040798044038
21,-0.19267183327600634,-0.04157280042545222
22,-0.3450225094841261,-0.3145424155404038
23,-0.3622685073466931,-0.2815618737711988
24,0.0778473750149602,-0.1440099078982231
25,-0.12247435719822429,-0.22698402179185645
26,-0.5034139952332428,0.0891947169343366
27,0.24978518156299215,0.575033996589895
28,-0.2614546939901654,0.396606386156579
29,-0.057631202108349294,-0.40022533653870707
30,0.4270932652289316,0.2662646945106088
31,0.054504273671339226,-0.457598724840977
32,0.11176505959580993,-0.12552455310369562
33,0.1379794456040233,0.6272572410076482
34,-0.23723390427597635,-0.21482280209639237
35,-0.20660929271369952,-0.20479659235233535
36,-0.07899411610375,-0.54503272912008
37,0.21727992379688407,0.5372782222040474
38,0.09556677675439368,-0.2575167058135247
39,0.4057566594439346,-0.2737978254938123
40,-0.06882660916166637,0.5018131064095055
41,-0.009542667857986867,0.3344667125632252
42,-0.31633484468605916,-0.2677844450021632
43,0.10441710066628752,-0.3924344269900991
44,-0.12316653189844454,-0.11262133131960407
45,0.3123607603674915,-0.0820207906971592
46,0.08645592780492715,-0.3461850897535218
47,0.262191964906083,0.727202988876706
48,-0.3135653802222994,0.0768630150024213
49,-0.008045446163591019,0.0531225210835447
50,-0.35451743477442044,0.6731286638094216
51,-0.14027421068331028,0.5261277077414489
52,0.1353118745143417,-0.6092410281930123
53,-0.07042281231791708,-0.008343286065084589
54,-0.06243878926588326,0.2809986537561817
55,-0.09865701857834967,-0.38836136574077523
56,-0.15767465499077382,-0.07823407230782387
57,-0.3114973321210825,-0.4053630287079357
58,-0.28488861652333436,0.6947252762275696
59,-0.5500744300418812,0.21937747028381135
60,-0.01129852119761052,0.5285673787952335
61,-0.2437213490564023,-0.11622831228189662
62,-0.1632582634858453,-0.47566763280155416
63,0.16777726366984372,-0.2647391228354889
64,0.37794935331360463,0.5643933031431676
65,-0.7580513121409015,0.5723729487299152
